x,y,ecc,turpin_disp,disp_mm,disp_deg,Theta,disp_x,disp_y,turpin_disp_x,turpin_disp_y
7,-3,7.615773106,0.6,5.04766277057842,1.40212854738289,-0.404891786285083,8.28875948589851,-3.55232549395651,7.55148701813592,-3.23635157920111
-7,-5,8.602325267,0,5.47437017000539,1.52065838055705,-2.52134316760697,-8.23741062249562,-5.88386473035401,-6.99999999996531,-4.99999999997522
-5,-5,7.071067812,0.1,4.80431472598468,1.33453186832908,-2.35619449019234,-5.94365653390017,-5.94365653390017,-5.07071067821378,-5.07071067821378
-3,-5,5.830951895,0.4,4.22592360103258,1.1738676669535,-2.11121582706548,-3.60394993216078,-6.00658322026797,-3.2057983022506,-5.34299717041767
-1,-5,5.099019514,0.5,3.86561873913601,1.07378298309334,-1.76819188664478,-1.21058616870128,-6.05293084350638,-1.09805806764895,-5.49029033824477
1,-5,5.099019514,0.6,3.86561873913601,1.07378298309334,-1.37340076694502,1.21058616870128,-6.05293084350638,1.11766968116277,-5.58834840581386
3,-5,5.830951895,0.6,4.22592360103258,1.1738676669535,-1.03037682652431,3.60394993216078,-6.00658322026796,3.30869745333611,-5.51449575556018
5,-5,7.071067812,0.5,4.80431472598468,1.33453186832908,-0.785398163397448,5.94365653390017,-5.94365653390017,5.3535533906884,-5.3535533906884
7,-5,8.602325267,0.2,5.47437017000539,1.52065838055705,-0.620249485982821,8.23741062249562,-5.88386473035401,7.16274669420666,-5.11624763871904
-5,-7,8.602325267,0,5.47437017000539,1.52065838055705,-2.19104581277772,-5.88386473035401,-8.23741062249562,-4.99999999997522,-6.99999999996531
-3,-7,7.615773106,0,5.04766277057842,1.40212854738289,-1.97568811307998,-3.55232549395651,-8.28875948589851,-3.00000000005361,-7.00000000012509
-1,-7,7.071067812,0,4.80431472598468,1.33453186832908,-1.71269338139906,-1.18873130678003,-8.32111914746023,-1.00000000001902,-7.00000000013317
1,-7,7.071067812,0,4.80431472598468,1.33453186832908,-1.42889927219073,1.18873130678003,-8.32111914746023,1.00000000001902,-7.00000000013317
3,-7,7.615773106,0,5.04766277057842,1.40212854738289,-1.16590454050981,3.55232549395651,-8.28875948589851,3.00000000005361,-7.00000000012509
5,-7,8.602325267,0,5.47437017000539,1.52065838055705,-0.950546840812075,5.88386473035401,-8.23741062249561,4.99999999997522,-6.99999999996531
-1,-9,9.055385138,0,5.66489324907194,1.57358145807554,-1.68145354796879,-1.17377300180319,-10.5639570162287,-0.999999999984826,-8.99999999986342
1,-9,9.055385138,0,5.66489324907194,1.57358145807554,-1.460139105621,1.17377300180319,-10.5639570162287,0.999999999984825,-8.99999999986342
